40<d≤63,未处理（U）,370~570,≤169,,,,,,,,,,,,,
63<d≤100,未处理（U）,360~520,≤154,,,,,,,,,,,,,
牌号,Ck55,,,,,,,,,,,,,,,
德国W-Nr.,1.1203,,,,,,,,,,,,,,,
对应标准,DIN 17200-1987 调质钢材的供货技术条件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,高级优质非合金钢,,,,,,,,,,,,,,,
说明,本标准适用于： ——半成品，例如：初轧坯、扁钢坯、棒料坯。 ——热轧钢 ——热轧或锻造钢棒（圆钢、四方钢、六角钢、八角钢和扁钢） ——热轧宽钢带 ——热轧或冷轧钢板和钢带 ——自由锻锻件和模锻锻件,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,,
最小值,0.52,-,0.6,-,-,,,,,,,,,,,
最大值,0.6,0.4,0.9,0.035,0.03,,,,,,,,,,,
条件,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,断面收缩率ψ %,硬度 HBW,,,,,,,,,,
钢材;所有尺寸,可剪切状态（C）,,,,,≤255,,,,,,,,,,
钢材;所有尺寸,软化退火(G),,,,,≤229,,,,,,,,,,
钢材;d≤16,调质(V),800~950,≥550,≥12,≥30,,,,,,,,,,,
钢材;16<d≤40,调质(V),750~900,≥500,≥14,≥35,,,,,,,,,,,
钢材;40<d≤100,调质(V),700~850,≥430,≥15,≥40,,,,,,,,,,,
棒材;16<d≤100,正火(N),660~830,≥360,,≥15,,,,,,,,,,,
扁钢;d≤16,正火(N),630~870,≥370,,纵向≥15,,,,,,,,,,,
扁钢;16<d≤100,正火(N),630~870,≥330,,≥15,,,,,,,,,,,
扁钢;100<d≤160,正火(N),610~850,≥300,,≥13,,,,,,,,,,,
牌号,S235J2C,,,,,,,,,,,,,,,
德国W-Nr.,1.0119,,,,,,,,,,,,,,,
对应标准,DIN EN 10025-2-2019 热轧结构钢产品 - 第2部分：非合金结构钢的交货技术条件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,不允许沸腾钢,,,,,,,,,,,,,,,
说明,该牌号适合冷翻边、冷弯成形和冷拔 ①本标准说明了扁长产品及半成品的技术供货条件，规定了明确的供货条款下，按照化学成分表及机械性能表中给出热轧非合金优质钢平板和长形产品的组别和等级。此标准也对三种工程类用钢做了补充说明。此标准不适用于中空型材结构和管材。 ②本技术供货条件适用于： ——对于S460JR、J0、J2、K2和S500J0的长形产品，厚度为≥3mm和≤150mm; ——对于质量级别JR、J0、J2和K2的板材产品，厚度≤400mm; ——对于其他强度等级和质量级别的板材和长形产品，厚度≤250mm。 ③除在+N(正火状态)条件下供货的产品外，此标准中说明的钢制品未经热处理。允许进行消除应力退火。在+N条件下供货的产品可进行热成形和/或供货后正火。 ④按照此标准要求转换成轧制品的半成品需要按照订货时的协议。化学成分需要在订货时协商确定，但是也应该在化学成分表的范围内。 ⑤对于特殊要求的等级和产品形式应在订货时做出说明。,,,,,,,,,,,,,,,
密度,7.85 g/cm3,,,,,,,,,,,,,,,
成分,C,Mn,P,S,Cr,Ni,Cu,Mo,,,,,,,,
最小值,-,-,-,-,-,-,-,-,,,,,,,,
最大值,0.17,1.4,0.025,0.025,0.29,0.42,0.55,0.11,,,,,,,,
条件,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,冲击吸收能量KV2 J,,,,,,,,,,,,
长材和扁平材; t≤1,360~510,≥235,≥17,-20°C≥27,,,,,,,,,,,,
长材和扁平材; 1<t≤1.5,360~510,≥235,≥18,≥27,,,,,,,,,,,,
长材和扁平材; 1.5<t≤2,360~510,≥235,≥19,≥27,,,,,,,,,,,,
长材和扁平材; 2<t≤2.5,360~510,≥235,≥20,≥27,,,,,,,,,,,,
长材和扁平材; 2.5<t<3,360~510,≥235,≥21,≥27,,,,,,,,,,,,
长材和扁平材; 3≤t≤16,360~510,≥235,≥26,≥27,,,,,,,,,,,,
长材和扁平材; 16<t≤40,360~510,≥225,≥26,≥27,,,,,,,,,,,,
长材和扁平材; 40<t≤63,360~510,≥215,≥25,≥27,,,,,,,,,,,,
长材和扁平材; 63<t≤80,360~510,≥215,≥24,≥27,,,,,,,,,,,,
长材和扁平材; 80<t≤100,360~510,≥215,≥24,≥27,,,,,,,,,,,,
长材和扁平材; 100<t≤150,350~500,≥195,≥22,≥27,,,,,,,,,,,,
长材和扁平材; 150<t≤200,340~490,≥185,≥21,≥27,,,,,,,,,,,,
长材和扁平材; 200<t≤250,340~490,≥175,≥21,≥27,,,,,,,,,,,,
长材和扁平材; 250<t≤400,330~480,≥165,≥21,≥27,,,,,,,,,,,,
牌号,T8MnA,,,,,,,,,,,,,,,
对应标准,YB /T 5058-2005 弹簧钢、工具钢冷轧钢带,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,,,,,,,,
最小值,0.8,-,0.4,-,-,-,-,-,,,,,,,,
最大值,0.9,0.35,0.6,0.03,0.02,0.25,0.2,0.3,,,,,,,,
厚度 t mm,抗拉强度σb Mpa,延伸率δ %,,,,,,,,,,,,,,
0.10~3.00，退火钢带,≤735,≥10,,,,,,,,,,,,,,
0.10~3.00，冷硬钢带,735~1175,,,,,,,,,,,,,,,
牌号,A546 Grade 1030,,,,,,,,,,,,,,,
对应标准,ASTM A546-1982 中高碳钢丝，冷镦优质，六角头螺栓,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,碳钢,,,,,,,,,,,,,,,
说明,在本标准中只对化学成分做出规定，没规定力学性能。本标准于1991被撤销,,,,,,,,,,,,,,,
成分,C,Mn,P,S,,,,,,,,,,,,
最小值,0.28,0.6,-,-,,,,,,,,,,,,
最大值,0.34,0.9,0.04,0.05,,,,,,,,,,,,
牌号,C45RC,,,,,,,,,,,,,,,
对应标准,ISO 4954-2018 冷镦和冷挤压用钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cu,,,,,,,,,,
最小值,0.42,-,0.5,-,0.02,-,,,,,,,,,,
最大值,0.5,0.3,0.8,0.025,0.035,0.25,,,,,,,,,,
牌号,RRSt 3,,,,,,,,,,,,,,,
德国W-Nr.,1.0347,,,,,,,,,,,,,,,
对应标准,DIN 1624-1987 钢制板材类制品，轧制宽度直到650mm，低碳非合金钢冷轧带材技术供货条件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,特殊镇静钢,,,,,,,,,,,,,,,
说明,轻微精轧制状态（LG）表面形式无裂纹、无气孔(RP)的本牌号标记为RRSt2 LG RP是DIN 462-1973内舌止动垫圈指定的材料之一,,,,,,,,,,,,,,,
密度,7.85 g/cm3,,,,,,,,,,,,,,,
成分,C,Al,,,,,,,,,,,,,,
最小值,-,0.02,,,,,,,,,,,,,,
最大值,0.08,-,,,,,,,,,,,,,,
厚度 t mm,标记,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,,,,,,,,,,,
t<3,RRSt3 G BK,退火,270~370,,≥34,,,,,,,,,,,
t≥3,RRSt3 G BK,退火,270~370,,≥37,,,,,,,,,,,
t<3,RRSt3 LG BK,轻微精轧制,270~370,≤240,≥34,,,,,,,,,,,
t≥3,RRSt3 LG BK,轻微精轧制,270~370,≤240,≥37,,,,,,,,,,,
t<3,RRSt3 K32 BK,冷精轧制,290~390,210~355,≥22,,,,,,,,,,,
t≥3,RRSt3 K32 BK,冷精轧制,290~390,210~355,≥26,,,,,,,,,,,
t<3,RRSt3 K40 BK,冷精轧制,390~490,≥330,≥5,,,,,,,,,,,
t≥3,RRSt3 K40 BK,冷精轧制,390~490,≥330,≥13,,,,,,,,,,,
,RRSt3 K50 BK,冷精轧制,490~590,≥440,,,,,,,,,,,,
,RRSt3 K60 BK,冷精轧制,590~690,≥540,,,,,,,,,,,,
美国UNS,G10290,,,,,,,,,,,,,,,
ASTM  型号或牌号,1029,,,,,,,,,,,,,,,
对应标准,ASTM A29/A29M-2020 热锻碳素钢和合金钢棒材一般要求标准规范,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,锻压性,,,,,,,,,,,,,,,
标签,非硫处理碳素钢,,,,,,,,,,,,,,,
成分,C,Mn,P,S,,,,,,,,,,,,
最小值,0.25,0.6,-,-,,,,,,,,,,,,
最大值,0.31,0.9,0.04,0.05,,,,,,,,,,,,
美国UNS,G15220,,,,,,,,,,,,,,,
ASTM  型号或牌号,1522,,,,,,,,,,,,,,,
对应标准,ASTM A29/A29M-2020 热锻碳素钢和合金钢棒材一般要求标准规范,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,高锰碳钢,,,,,,,,,,,,,,,
成分,C,Mn,P,S,,,,,,,,,,,,
最小值,0.18,1.1,-,-,,,,,,,,,,,,
最大值,0.24,1.4,0.04,0.05,,,,,,,,,,,,
牌号,C45,,,,,,,,,,,,,,,
对应标准,ISO 683-1-2016 淬火和回火用非合金钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,优质钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,更多,,,,,,
最小值,0.42,0.1,0.5,-,-,-,-,-,-,Cr+Mo+Ni≤0.63,,,,,,
最大值,0.5,0.4,0.8,0.045,0.045,0.4,0.4,0.3,0.1,Cr+Mo+Ni≤0.63,,,,,,
直径d 或 厚度t mm,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,断面收缩率ψ %,,,,,,,,,,,,
d≤16 or t≤8,700~850,≥490,≥14,≥35,,,,,,,,,,,,
16＜d≤40 or 8＜t≤20,650~800,≥430,≥16,≥40,,,,,,,,,,,,
40＜d≤100 or 20＜t≤60,630~780,≥370,≥17,≥45,,,,,,,,,,,,
牌号,C120U,,,,,,,,,,,,,,,
德国W-Nr.,1.1555,,,,,,,,,,,,,,,
对应标准,DIN EN ISO 4957-2018 工具钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,冷作非合金工具钢,,,,,,,,,,,,,,,
密度,7.85 g/cm3,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,,
最小值,1.15,0.1,0.1,-,-,,,,,,,,,,,
最大值,1.25,0.3,0.4,0.03,0.03,,,,,,,,,,,
热处理,硬度 HBW,,,,,,,,,,,,,,,
退火 (+A),≤217,,,,,,,,,,,,,,,
淬火及回火,HRC≥62,,,,,,,,,,,,,,,
牌号,PH 35,,,,,,,,,,,,,,,
对应标准,ISO 9329-2-1997 具有规定高温性能的非合金钢和合金钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C ②,Si,Mn ②,P,S,Cu ①,,,,,,,,,,
最小值,-,0.15,1,-,-,-,,,,,,,,,,
最大值,0.22,0.55,1.5,0.035,0.035,0.25,,,,,,,,,,
厚度 t mm,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,冲击吸收能量KV2 J,,,,,,,,,,,
t≤16,正火,510~640,≥355,纵向≥19，横向≥17,纵向35,,,,,,,,,,,
16＜t≤40,正火,510~640,≥335,纵向≥19，横向≥17,"t＞30 横向27, 纵向35",,,,,,,,,,,
40＜t≤60,正火,510~640,≥315,纵向≥19，横向≥17,"横向27, 纵向35",,,,,,,,,,,
牌号,A108 Grade 1050,,,,,,,,,,,,,,,
美国UNS,G10500,,,,,,,,,,,,,,,
对应标准,ASTM A108-1999 冷成形钢棒品质的标准规范,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
说明,本规范涵盖按化学成分生产的标准质量冷加工碳钢棒。标准质量的冷加工棒材适用于热处理，加工成部件，或在成品状态下使用，如轴系，或建筑应用，或用于其他类似用途。钢材的等级由等级编号或化学成分确定。,,,,,,,,,,,,,,,
成分,C,Mn,P,S,,,,,,,,,,,,
最小值,0.48,0.6,-,-,,,,,,,,,,,,
最大值,0.55,0.9,0.04,0.05,,,,,,,,,,,,
牌号,F-211,,,,,,,,,,,,,,,
对应标准,企标,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,易切削性,,,,,,,,,,,,,,,
标签,易切削钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,S,,,,,,,,,,,,
最小值,-,-,-,-,,,,,,,,,,,,
最大值,0.1,0.06,1.1,0.3,,,,,,,,,,,,
牌号,IFI-1010,,,,,,,,,,,,,,,
对应标准,"ASTM F2282-2018 机械紧固件用碳素和合金钢丝, 杆材和棒材质量保证要求标准规范",,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
Unnamed: 0,成分,C,Mn,P,S,,,,,,,,,,,
"R, AIK, SiFg, SiCg",最小值,0.08,0.3,-,-,,,,,,,,,,,
"R, AIK, SiFg, SiCg",最大值,0.13,0.6,0.02,0.02,,,,,,,,,,,
Unnamed: 0,抗拉强度σb ksi,断面收缩率ψ %,,,,,,,,,,,,,,
"棒材,杆材；退火",≤58,≥62,,,,,,,,,,,,,,
"棒材,杆材；球化退火",≤55,≥65,,,,,,,,,,,,,,
线材；加工完成后球化退火(SAFS),≤54,≥70,,,,,,,,,,,,,,
线材；Annealed in process(AIP),≤65,≥60,,,,,,,,,,,,,,
线材；加工过程中球化退火(SAIP),≤62,≥62,,,,,,,,,,,,,,
牌号,20MnB4,,,,,,,,,,,,,,,
德国W-Nr.,1.5525,,,,,,,,,,,,,,,
对应标准,DIN EN 10269-2014 规定高温和/或低温性能的紧固件用钢和镍合金,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,调质型钢,,,,,,,,,,,,,,,
说明,是制造DIN 7964 - 1990 粗牙缩径杆（细杆）螺栓、螺钉的材料之一，此紧固件性能等级8.8（M16及以下规格） —本欧洲标准规定了非合金和合金(包括不锈钢)钢和镍合金制成的在高温和/或低温下具有指定性能的紧固件的半成品、棒材的要求。 —本标准的要求也适用于成品紧固件 —EN 10021中的一般交货技术条件也适用于按照本标准提供的产品。,,,,,,,,,,,,,,,
密度,7.85 g/cm3,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Cu,B,Al,,,,,,,
最小值,0.18,-,0.9,-,-,-,-,0.0008,0.02,,,,,,,
最大值,0.23,0.3,1.2,0.025,0.025,0.3,0.25,0.005,-,,,,,,,
直径 d mm,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,断面收缩率ψ %,冲击吸收能量KV2 J,,,,,,,,,,
-*,#NAME?,≤520,-,-,≥64,-,,,,,,,,,,
d≤16**,#NAME?,800~950,≥640,≥14,≥52,≥40,,,,,,,,,,
牌号,1215,,,,,,,,,,,,,,,
美国UNS,G12150,,,,,,,,,,,,,,,
对应标准,SAE J403-2014 碳钢的化学成分,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Mn,P,S,,,,,,,,,,,,
最小值,-,0.75,0.04,0.26,,,,,,,,,,,,
最大值,0.09,1.05,0.09,0.35,,,,,,,,,,,,
牌号,A706 Grade 80,,,,,,,,,,,,,,,
其他名称,G80,,,,,,,,,,,,,,,
对应标准,ASTM A706/A706M-2016 钢筋混凝土配筋用低合金变形钢筋和光面钢筋,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
说明,注：碳当量CEV为0.55,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,,
最小值,-,-,-,-,-,,,,,,,,,,,
最大值,0.3,0.5,1.5,0.035,0.045,,,,,,,,,,,
抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,,,,,,,,,,,,,,
棒材 轧制状态≥690,棒材 轧制状态550~675,长度为200mm时延伸率%≥12,,,,,,,,,,,,,,
牌号,P235GH,,,,,,,,,,,,,,,
欧标钢号,1.0345,,,,,,,,,,,,,,,
对应标准,EN 10028-2-2017 压力容器用钢扁平产品――第2部分： 规定高温性能的非合金和合金钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si,Mn ③,P,S,Cr,Ni,Cu ⑤,Mo,N ④,Ti,V,Nb,Al,更多,
最小值,-,-,0.6,-,-,-,-,-,-,-,-,-,-,0.02,Cr+Cu+Mo+ Ni≤ 0.7,
最大值,0.16,0.35,1.2,0.025,0.01,0.3,0.3,0.3,0.08,0.012,0.03,0.02,0.03,-,Cr+Cu+Mo+ Ni≤ 0.7,
厚度 t mm,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,冲击吸收能量KV2 J,,,,,,,,,,,
t≤16,正火（+N）**,360~480,≥235,≥24,*≥40,,,,,,,,,,,
16＜t≤40,正火（+N）**,360~480,≥225,≥24,≥40,,,,,,,,,,,
40＜t≤60,正火（+N）**,360~480,≥215,≥24,≥40,,,,,,,,,,,
60＜t≤100,正火（+N）**,360~480,≥200,≥24,≥40,,,,,,,,,,,
100＜t≤150,正火（+N）**,350~480,≥185,≥24,≥40,,,,,,,,,,,
150＜t≤250,正火（+N）**,340~480,≥170,≥24,≥40,,,,,,,,,,,
牌号,C10E,,,,,,,,,,,,,,,
对应标准,DIN EN ISO 683-3-2019 热处理钢、合金钢和易切削钢 -- 第3部分：表面硬化钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,高级优质非合金钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,,,,,,,
最小值,0.07,0.15,0.3,-,-,-,-,-,-,,,,,,,
最大值,0.13,0.4,0.6,0.025,0.035,0.4,0.4,0.3,0.1,,,,,,,
条件,热处理或状态,硬度 HBW,,,,,,,,,,,,,,
所有产品形状,软化退火(+A),≤131,,,,,,,,,,,,,,
扁钢,正火(+N),85~140,,,,,,,,,,,,,,
牌号,A686 Type W1-11.5 Grade A,,,,,,,,,,,,,,,
美国UNS,T72301,,,,,,,,,,,,,,,
对应标准,ASTM A 686-1992(R2004) 碳素工具钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,W,V,,,,,
最小值,1.15,0.1,0.1,-,-,-,-,-,-,-,-,,,,,
最大值,1.25,0.4,0.4,0.03,0.03,0.15,0.2,0.2,0.1,0.15,0.1,,,,,
条件,热处理或状态,硬度 HBW,,,,,,,,,,,,,,
"棒材, 锻件, 厚板, 薄板, 线材;",冷拉,≤241,,,,,,,,,,,,,,
"棒材, 锻件, 厚板, 薄板, 线材;",退火,≤202,,,,,,,,,,,,,,
"棒材, 锻件, 厚板, 薄板, 线材;",热处理,HRC≥65,,,,,,,,,,,,,,
钻杆; d < 3.2,,37,,,,,,,,,,,,,,
钻杆; 3.2<d≤6.4,,28,,,,,,,,,,,,,,
钻杆; 6.4<d≤12.7,,23,,,,,,,,,,,,,,
钻杆; d>12.7,,96,,,,,,,,,,,,,,
牌号,B-SWRCH45K,,,,,,,,,,,,,,,
对应标准,Q/BQB 517-2018 冷镦钢盘条,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
说明,①本标准规定了冷镦钢盘条的尺寸、 外形、 重量及允许偏差、 技术要求、 检验与试验、 包装、 标志和 检验文件等。 ②本标准适用于宝山钢铁股份有限公司生产的冷镦钢无扭控冷热轧盘条。 主要用于制造汽车、 电子、 机械等行业使用的高等级冷成型紧固件、 异形件等。 ③表面质量要求，B-系列冷镦钢严于冷镦钢。 ④非金属夹杂物检验，为必做项目，B-系列冷镦钢规定了更高的合格级别,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,,,,,,,
最小值,0.42,0.1,0.6,-,-,-,-,-,-,,,,,,,
最大值,0.48,0.35,0.9,0.02,0.02,0.2,0.2,0.2,0.06,,,,,,,
牌号,10S20,,,,,,,,,,,,,,,
对应标准,ISO 683-18-2014 热处理钢、合金钢和易切削钢 -- 第18部分：光面钢制品,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,,
最小值,0.07,-,0.7,-,0.15,,,,,,,,,,,
最大值,0.13,0.4,1.1,0.06,0.25,,,,,,,,,,,
厚度 t mm,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,硬度 HBW,,,,,,,,,,,
5≤t≤10,Cold drawn (+C),520~780,≥410,≥7,,,,,,,,,,,,
10＜t≤16,Cold drawn (+C),490~740,≥390,≥8,,,,,,,,,,,,
16＜t≤40,Cold drawn (+C),460~720,≥360,≥9,,,,,,,,,,,,
40＜t≤63,Cold drawn (+C),410~660,≥295,≥10,,,,,,,,,,,,
63＜t≤100,Cold drawn (+C),380~630,≥235,≥11,,,,,,,,,,,,
16＜t≤63,As-rolled + peeled (+SH),360~530,,,≤156,,,,,,,,,,,
63＜t≤100,As-rolled + peeled (+SH),350~490,,,≤146,,,,,,,,,,,
牌号,SWCH 16K,,,,,,,,,,,,,,,
对应标准,JIS G 3507-2-2005 冷镦碳钢 - 第2部分：线材,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,锻压性,,,,,,,,,,,,,,,
标签,镇静钢,,,,,,,,,,,,,,,
说明,①本标准规定了冷镦用碳钢钢丝，用于制造各种类型的螺钉(如螺栓、螺母、铆钉、机螺钉、自攻螺钉等)和用冷镦制造的各种零件。 ②用于制造本标准钢丝的盘条应符合JIS G 3507-1的规定。,,,,,,,,,,,,,,,
条件,热处理或状态,抗拉强度σb Mpa,断面收缩率ψ %,硬度 HBW,,,,,,,,,,,,
线材,冷作前球化退火（DA）,≥410,≥55,HRB≤86,,,,,,,,,,,,
线材；3<t≤4,冷作（D）,≥640,-,-,,,,,,,,,,,,
线材；4<t≤5,冷作（D）,≥540,≥45,-,,,,,,,,,,,,
线材；5<t≤30,冷作（D）,≥440,≥45,#NAME?,,,,,,,,,,,,
牌号,5,,,,,,,,,,,,,,,
对应标准,AS 1442-2007 碳素钢和碳锰钢 - 热轧棒材和半成品,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,碳锰钢,,,,,,,,,,,,,,,
说明,本标准规定了用于锻造和一般工程用途的在轧制或正火状态下交付的碳钢和碳锰钢棒材、棒材、坯料和板坯的要求。它规定了所有牌号的化学成分要求，以及满足机械性能要求的牌号的抗拉强度要求。该标准允许添加硼和微合金元素来实现特殊性能。,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,Mo,,,,,,,
最小值,0.35,0.1,0.5,-,-,-,-,-,-,,,,,,,
最大值,0.45,0.4,1,0.04,0.04,0.3,0.35,0.35,0.1,,,,,,,
条件,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,,,,,,,,,,,,
棒材；d≤215,轧制或正火,≥540,≥270,≥16,,,,,,,,,,,,
光亮产品、坯料、厚板；d≤215,轧制或正火,≥540,≥270,≥16,,,,,,,,,,,,
牌号,SS490,,,,,,,,,,,,,,,
对应标准,JIS G 3101-2015 普通结构用轧制钢材,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,P,S,,,,,,,,,,,,,,
最小值,-,-,,,,,,,,,,,,,,
最大值,0.05,0.05,,,,,,,,,,,,,,
厚度 t mm,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,,,,,,,,,,,,,
t≤16,490~610,≥285,,,,,,,,,,,,,,
16＜t≤40,490~610,≥275,,,,,,,,,,,,,,
40＜t≤100,490~610,≥255,,,,,,,,,,,,,,
t＞100,490~610,≥245,,,,,,,,,,,,,,
钢板、钢带、扁钢、型钢的厚度 ≤5,,,≥19,,,,,,,,,,,,,
钢板、钢带、扁钢、型钢的厚度 5＜t≤16,,,≥15,,,,,,,,,,,,,
钢板、钢带、扁钢、型钢的厚度 16＜t≤50,,,≥19,,,,,,,,,,,,,
钢板、扁钢、型钢的厚度 ＞40,,,≥21,,,,,,,,,,,,,
棒钢的直径、边长或对边距离 ≤25,,,≥18,,,,,,,,,,,,,
棒钢的直径、边长或对边距离 ＞25,,,≥20,,,,,,,,,,,,,
牌号,1524,,,,,,,,,,,,,,,
美国UNS,G15240,,,,,,,,,,,,,,,
对应标准,SAE J403-2014 碳钢的化学成分,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
说明,•“Flat Rolled Products”适用于结构型材、板材、带材、薄板和焊管。 •“Long Products”适用于锻造、热轧和冷加工棒材、盘条和无缝管的半成品。,,,,,,,,,,,,,,,
Unnamed: 0,成分,C,Mn,P,S,,,,,,,,,,,
Flat Rolled Products,最小值,0.19,1.35,-,-,,,,,,,,,,,
Flat Rolled Products,最大值,0.25,1.65,0.03,0.035,,,,,,,,,,,
对应标准,牌号,,,,,,,,,,,,,,,
SAE J 403-2001,牌号  1524  其他名称  G15240,,,,,,,,,,,,,,,
SAE J403-2014,牌号  1524  美国UNS  G15240,,,,,,,,,,,,,,,
牌号,60S20,,,,,,,,,,,,,,,
德国W-Nr.,1.0728,,,,,,,,,,,,,,,
对应标准,DIN 1651-1988 易切削钢技术供货条件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,易切削性  淬透性,,,,,,,,,,,,,,,
标签,易切削调质钢,,,,,,,,,,,,,,,
说明,1、本标准适用于易切削钢： ——半成品，如大钢坯、扁钢、棒料 ——热轧线材 ——热轧条钢（圆钢、方钢、六角钢、八角钢和扁钢） ——冷拔钢 结构和供货时热处理状态的组合本标准有规定 2、没有其他规定的话，DIN 17010描述的钢和钢产品一般供货技术条件补充适用于本标准的内容 3、易切削钢的特点是具有良好的可切削性和易裂性。这些性能是由于它具有较高的硫含量，必要时也含其他的附加物（如铅）而产生的 4、牌号后缀字符表示材料供货状态和热处理：K=冷拔；U或U+SH=热作或热作及去皮；K+S=冷拔及消除应力；SH+V=去皮及调质；K+V=冷拔及调质,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,,
最小值,0.57,0.1,0.7,-,0.18,,,,,,,,,,,
最大值,0.65,0.3,1.1,0.06,0.25,,,,,,,,,,,
条件,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,硬度 HBW,,,,,,,,,,,
"棒材, 半成品, 线材；t≤10",热作 (U)或热作及去皮(U+SH),670~880,,,≤269,,,,,,,,,,,
"棒材, 半成品, 线材；10<t≤16",热作 (U)或热作及去皮(U+SH),670~880,,,≤269,,,,,,,,,,,
"棒材, 半成品, 线材；16<t≤40",热作 (U)或热作及去皮(U+SH),660~870,,,≤261,,,,,,,,,,,
"棒材, 半成品, 线材；40<t≤63",热作 (U)或热作及去皮(U+SH),650~860,,,≤261,,,,,,,,,,,
"棒材, 半成品, 线材；63<t≤100",热作 (U)或热作及去皮(U+SH),640~840,,,≤255,,,,,,,,,,,
"棒材, 半成品, 线材；t≤10",冷拔（K）,*830~1080,*≥645,*≥5,,,,,,,,,,,,
"棒材, 半成品, 线材；10<d≤16",冷拔（K）,*780~1030,*≥540,*≥6,,,,,,,,,,,,
"棒材, 半成品, 线材；16<d≤40",冷拔（K）,*740~930,*≥430,*≥7,,,,,,,,,,,,
"棒材, 半成品, 线材；40<d≤63",冷拔（K）,*710~900,*≥355,*≥8,,,,,,,,,,,,
"棒材, 半成品, 线材；63<d≤100",冷拔（K）,*640~880,*≥335,*≥9,,,,,,,,,,,,
"棒材, 半成品, 线材；d≤63",冷拔及消除应力 (K+S),≤850,,,,,,,,,,,,,,
"棒材, 半成品, 线材；t≤10",去皮及调质(SH+V)或冷拔及调质(K+V),830~980,≥570,≥7,,,,,,,,,,,,
